token,df_job,df_resume,df_ratio_job,df_ratio_resume,tf_job,tf_resume,tf_total,df_total,df_ratio_total,idf
交易系统,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
信息系统,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
决策,5.0,1.0,0.08928571428571429,0.003048780487804878,5.0,1.0,6.0,6.0,0.015625,5.007333185232471
制作,2.0,4.0,0.03571428571428571,0.012195121951219513,2.0,4.0,6.0,6.0,0.015625,5.007333185232471
华中科技大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
南昌大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
场景,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
增长,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
宁波,0.0,5.0,0.0,0.01524390243902439,0.0,6.0,6.0,5.0,0.013020833333333334,5.161483865059729
实习生,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
对接,4.0,1.0,0.07142857142857142,0.003048780487804878,5.0,1.0,6.0,5.0,0.013020833333333334,5.161483865059729
工程学院,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
慢,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
我们,5.0,0.0,0.08928571428571429,0.0,6.0,0.0,6.0,5.0,0.013020833333333334,5.161483865059729
报告,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
操作系统,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
支持,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
本科,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
板,1.0,5.0,0.017857142857142856,0.01524390243902439,1.0,5.0,6.0,6.0,0.015625,5.007333185232471
架构师,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
浙江大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
深圳大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
清华大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
独立,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
监控,2.0,4.0,0.03571428571428571,0.012195121951219513,2.0,4.0,6.0,6.0,0.015625,5.007333185232471
看,1.0,5.0,0.017857142857142856,0.01524390243902439,1.0,5.0,6.0,6.0,0.015625,5.007333185232471
福州,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
福州大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
苏州大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
运行,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
逻辑,4.0,2.0,0.07142857142857142,0.006097560975609756,4.0,2.0,6.0,6.0,0.015625,5.007333185232471
邮电大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
郑州大学,0.0,6.0,0.0,0.018292682926829267,0.0,6.0,6.0,6.0,0.015625,5.007333185232471
需求,6.0,0.0,0.10714285714285714,0.0,6.0,0.0,6.0,6.0,0.015625,5.007333185232471
高,4.0,1.0,0.07142857142857142,0.003048780487804878,5.0,1.0,6.0,5.0,0.013020833333333334,5.161483865059729
化,4.0,1.0,0.07142857142857142,0.003048780487804878,4.0,1.0,5.0,5.0,0.013020833333333334,5.161483865059729
合肥工业大学,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
大专,5.0,0.0,0.08928571428571429,0.0,5.0,0.0,5.0,5.0,0.013020833333333334,5.161483865059729
大连理工大学,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
容器,4.0,1.0,0.07142857142857142,0.003048780487804878,4.0,1.0,5.0,5.0,0.013020833333333334,5.161483865059729
山东,0.0,4.0,0.0,0.012195121951219513,0.0,5.0,5.0,4.0,0.010416666666666666,5.343805421853684
常用,5.0,0.0,0.08928571428571429,0.0,5.0,0.0,5.0,5.0,0.013020833333333334,5.161483865059729
广东,0.0,4.0,0.0,0.012195121951219513,0.0,5.0,5.0,4.0,0.010416666666666666,5.343805421853684
广州,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
杭州,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
电子科技,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
福建,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
职位,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
西安电子科技大学,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
贵州大学,0.0,5.0,0.0,0.01524390243902439,0.0,5.0,5.0,5.0,0.013020833333333334,5.161483865059729
CTR,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
Desktop,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
Redis,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
Specialist,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
TB,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
learning,2.0,2.0,0.03571428571428571,0.006097560975609756,2.0,2.0,4.0,4.0,0.010416666666666666,5.343805421853684
linux,2.0,2.0,0.03571428571428571,0.006097560975609756,2.0,2.0,4.0,4.0,0.010416666666666666,5.343805421853684
machine,2.0,2.0,0.03571428571428571,0.006097560975609756,2.0,2.0,4.0,4.0,0.010416666666666666,5.343805421853684
上海理工大学,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
业务部门,2.0,2.0,0.03571428571428571,0.006097560975609756,2.0,2.0,4.0,4.0,0.010416666666666666,5.343805421853684
为,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
二手交易,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
二级,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
云南大学,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
产品,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
优先,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
体系,1.0,3.0,0.017857142857142856,0.009146341463414634,1.0,3.0,4.0,4.0,0.010416666666666666,5.343805421853684
前沿,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
功底,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
加入,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
助理,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
北京,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
南京大学,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
南昌,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
在校,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
多个,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
大型,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
大规模,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
学习,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
实现,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
实际,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
山西,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
带领,1.0,3.0,0.017857142857142856,0.009146341463414634,1.0,3.0,4.0,4.0,0.010416666666666666,5.343805421853684
常用命令,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
挖掘,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
提供数据,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
改造,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
敏感度,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
数据流,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
智能,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
期间,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
极强,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
构建,1.0,3.0,0.017857142857142856,0.009146341463414634,1.0,3.0,4.0,4.0,0.010416666666666666,5.343805421853684
武汉,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
武汉理工大学,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
深度,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
结合,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
脚本,1.0,3.0,0.017857142857142856,0.009146341463414634,1.0,3.0,4.0,4.0,0.010416666666666666,5.343805421853684
自动化,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
西安,0.0,3.0,0.0,0.009146341463414634,0.0,4.0,4.0,3.0,0.0078125,5.566948973167894
跟踪,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
较,4.0,0.0,0.07142857142857142,0.0,4.0,0.0,4.0,4.0,0.010416666666666666,5.343805421853684
过,0.0,4.0,0.0,0.012195121951219513,0.0,4.0,4.0,4.0,0.010416666666666666,5.343805421853684
链路,3.0,1.0,0.05357142857142857,0.003048780487804878,3.0,1.0,4.0,4.0,0.010416666666666666,5.343805421853684
CDMP,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
FastAPI,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
Kafka,1.0,2.0,0.017857142857142856,0.006097560975609756,1.0,2.0,3.0,3.0,0.0078125,5.566948973167894
OCP,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
PB,2.0,1.0,0.03571428571428571,0.003048780487804878,2.0,1.0,3.0,3.0,0.0078125,5.566948973167894
XXX,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
上海交通大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
专业本科,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
专员,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
东南大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
中南大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
主流,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
于,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
企业级,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
优秀,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
信息工程,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
北京航空航天大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
南宁,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
厦门大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
后台,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
哈尔滨,0.0,2.0,0.0,0.006097560975609756,0.0,3.0,3.0,2.0,0.005208333333333333,5.854631045619675
复杂,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
学校,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
安徽,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
强,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
总监,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
成都,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
机电,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
武汉大学,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
武汉职业技术学院,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
沟通,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
环境,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
理解能力,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
用,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
知名,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
科学技术,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
管理,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
统招,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
编码,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
能,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
能够,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
规范,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
语言,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
负责人,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
运用,2.0,1.0,0.03571428571428571,0.003048780487804878,2.0,1.0,3.0,3.0,0.0078125,5.566948973167894
逻辑思维,3.0,0.0,0.05357142857142857,0.0,3.0,0.0,3.0,3.0,0.0078125,5.566948973167894
郑州,0.0,3.0,0.0,0.009146341463414634,0.0,3.0,3.0,3.0,0.0078125,5.566948973167894
Oracle,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
QPS,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
Web,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
一位,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
下,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
专科学校,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
中山大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
云南,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
交易,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
从事,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
任职,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
你,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
关系,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
写,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
准确率,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
分布式系统,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
分析师,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
到,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
北京邮电大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
千万级,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
华东,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
协作,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
及微,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
台,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
各种,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
各类,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
吞吐量,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
商学院,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
图像识别,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
型,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
大型项目,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
大幅,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
宁波大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
实训,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
实验室,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
岗位,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
工商大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
底层,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
微调,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
掌握,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
文档,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
星云,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
服务化,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
某大,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
校内,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
欢迎,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
河南,0.0,1.0,0.0,0.003048780487804878,0.0,2.0,2.0,1.0,0.0026041666666666665,6.260096153727839
浙江,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
渲染,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
理工学院,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
理解力,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
生态圈,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
石家庄,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
研究院,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
科研项目,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
端系统,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
等库,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
管理系统,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
精神,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
系统优化,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
紧密配合,1.0,0.0,0.017857142857142856,0.0,2.0,0.0,2.0,1.0,0.0026041666666666665,6.260096153727839
线,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
经历,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
经贸大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
船政,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
西安交通大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
计算机软件,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
详细描述,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
语句,1.0,1.0,0.017857142857142856,0.003048780487804878,1.0,1.0,2.0,2.0,0.005208333333333333,5.854631045619675
贵州,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
转化率,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
配合,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
销售,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
集美,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
青岛大学,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
高等,0.0,2.0,0.0,0.006097560975609756,0.0,2.0,2.0,2.0,0.005208333333333333,5.854631045619675
高质量,2.0,0.0,0.03571428571428571,0.0,2.0,0.0,2.0,2.0,0.005208333333333333,5.854631045619675
API,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
AUC,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
Bug,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
CPA,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
CV,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
EXCEL,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
Git,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
LEARNING,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
Level,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
MACHINE,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
MyBatis,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
RESTful,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
Shell,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
